"","beer_beerid","beer_name","beer_abv","brewery_name","review_overall","review_aroma","review_appearance","review_palate","review_taste","n_reviews","beer_style"
"933",2856,"Carlton Cold",4.9,"Carlton & United Breweries, Ltd.",1.58333333333333,1.47916666666667,1.97916666666667,1.58333333333333,1.35416666666667,24,"Lager"
"934",2858,"Clipper City McHenry Lager",4.5,"Heavy Seas Beer",3.37,2.87,3.16,3.08,3.07,50,"Lager"
"935",2859,"Atlas Lager",3.8,"Cervecería Nacional, S.A.",3.16666666666667,2.625,2.83333333333333,3.08333333333333,2.70833333333333,12,"Lager"
"936",2870,"Fuel Cafe (Coffee Flavored Stout)",5.93,"Lakefront Brewery, Inc.",3.3112676056338,3.39577464788732,3.6887323943662,3.1943661971831,3.20845070422535,355,"Stout"
"937",2871,"Old Elephant Foot IPA",6.7,"Tampa Bay Brewing Co.",3.80952380952381,3.88095238095238,3.73809523809524,3.52380952380952,3.83333333333333,21,"IPA"
"938",2873,"Wasatch Special Reserve Pale Ale",4,"Utah Brewers Cooperative",3.78571428571429,3.85714285714286,3.42857142857143,3.64285714285714,3.78571428571429,7,"APA"
"939",2875,"Regia",3.9,"Cerveceria La Constancia S.A. / BevCo Ltd",3.07142857142857,2.5,2.42857142857143,3,2.92857142857143,7,"Lager"
"940",2878,"Estes Park Renegade",5.8,"Estes Park Brewery",3.2741935483871,3.48387096774194,3.38709677419355,3.24193548387097,3.20967741935484,31,"IPA"
"941",2879,"Samson Stout",5,"Estes Park Brewery",3.453125,3.3125,3.34375,3.1875,3.421875,32,"Stout"
"942",2881,"Pony Express Tornado Red Ale",NA,"Flying Monkey Brewing Company",3.70588235294118,3.32352941176471,3.73529411764706,3.44117647058824,3.38235294117647,17,"Red Ale"
"943",2883,"Winter Warlock Oatmeal Stout",6.5,"Bristol Brewing Company",3.80666666666667,3.68,3.76666666666667,3.73333333333333,3.82,75,"Stout"
"944",2886,"Northwind Imperial Stout",9.1,"Two Brothers Brewing Company",3.78078078078078,3.65165165165165,3.87387387387387,3.67867867867868,3.74474474474474,333,"Stout"
"945",2888,"Spanish Peaks Black Dog Ale",5.2,"Spanish Peaks Brewing Co.",3.59057971014493,3.38768115942029,3.65942028985507,3.44565217391304,3.4963768115942,138,"APA"
"946",2889,"Vergina",5,"Macedonian Thrace Brewery",2.88888888888889,2.7037037037037,3,2.88888888888889,2.68518518518519,27,"Lager"
"947",2895,"Aruba Red",NA,"Anheuser-Busch",3.3448275862069,2.72413793103448,3.62068965517241,2.96551724137931,3.08620689655172,29,"Lager"
"948",2896,"Extra Pale Ale",NA,"Dillon Dam Brewery",3.58695652173913,3.58695652173913,3.56521739130435,3.41304347826087,3.45652173913043,23,"APA"
"949",2898,"Tuppers' Hop Pocket Ale",6,"Tuppers' Hop Pocket Brewing Company",3.97350993377483,3.80794701986755,3.84933774834437,3.7864238410596,3.83774834437086,302,"APA"
"950",2900,"Howard Street IPA",7,"Thirsty Bear Brewing Company",3.69565217391304,3.80434782608696,3.80434782608696,3.82608695652174,3.65217391304348,23,"IPA"
"951",2904,"New Holland Mad Hatter India Pale Ale",5.25,"New Holland Brewing Company",3.92215568862275,3.85553892215569,3.87799401197605,3.76497005988024,3.79715568862275,668,"IPA"
"952",2906,"Butte Creek Organic India Pale Ale",6.7,"Butte Creek Brewing Company",3.48626373626374,3.42032967032967,3.79945054945055,3.52747252747253,3.42032967032967,182,"IPA"
"953",2908,"Miller Lite Ice",5.5,"Miller Brewing Co.",2.17857142857143,1.82142857142857,2.14285714285714,2.21428571428571,1.92857142857143,14,"Lager"
"954",2910,"Presidente",5,"Cerveceria Nacional Dominicana",3.04864864864865,2.45405405405405,2.96486486486487,2.81621621621622,2.73243243243243,185,"Lager"
"955",2913,"Mt. Tam Pale Ale",5.4,"Marin Brewing Company",3.86363636363636,3.75,3.87121212121212,3.54545454545455,3.77272727272727,66,"APA"
"956",2917,"Slavutych Pivo (Slavutich Premium)",5,"Slavutych Brewery",2.92241379310345,2.69827586206897,3.05172413793103,2.91379310344828,2.73275862068966,58,"Lager"
"957",2926,"Mass Transit Ale",5,"Bristol Brewing Company",3.48387096774194,3.04838709677419,3.19354838709677,3.16129032258065,3.12903225806452,31,"Red Ale"
"958",2930,"Kozlak Porter",7.8,"Browar Krotoszyn",2.91666666666667,3.75,3.58333333333333,3.16666666666667,3,6,"Porter"
"959",2932,"Negra",5.5,"Mahou S.A.",3.57894736842105,3.10526315789474,3.47368421052632,3.42105263157895,3.44736842105263,19,"Lager"
"960",2935,"Stite Golden Pilsner",NA,"Cold Spring Brewing Co.",1.33333333333333,1.41666666666667,2.22222222222222,1.5,1.36111111111111,18,"Lager"
"961",2936,"Bischoff Premium Pilsener",4.7,"Privatbrauerei Bischoff",3.64583333333333,3.3125,3.58333333333333,3.4375,3.4375,24,"Pilsener"
"962",2940,"Leinenkugel's Creamy Dark",4.9,"Jacob Leinenkugel Brewing Company",3.53795379537954,3.25907590759076,3.65346534653465,3.29207920792079,3.37293729372937,303,"Lager"
"963",2941,"Sir Duluth Oatmeal Stout",NA,"Lake Superior Brewing Company",3.7027027027027,3.64189189189189,3.65540540540541,3.44594594594595,3.49324324324324,74,"Stout"
"964",2942,"Ten Pin Porter!",5.5,"Ska Brewing Co.",3.9234693877551,3.69897959183673,3.84183673469388,3.73979591836735,3.82142857142857,98,"Porter"
"965",2944,"Ground Hog Brew",NA,"Straub Brewery",2.35,2.05,2.15,2.15,1.95,10,"Lager"
"966",2945,"Steinlager",5,"New Zealand Breweries Limited",3.00704225352113,2.61267605633803,3.09859154929577,2.91725352112676,2.84859154929577,284,"Lager"
"967",2947,"Keystone Ice",5.9,"Coors Brewing Company",2.33453237410072,1.90647482014388,2.18705035971223,2.07913669064748,1.98561151079137,139,"Lager"
"968",2959,"Grain Belt Premium (old)",NA,"Minnesota Brewing Company",3,2.58333333333333,2.79166666666667,2.66666666666667,2.625,12,"Lager"
"969",2970,"Taj Mahal Premium Lager",4.5,"United Breweries - UB Group",2.75824175824176,2.50824175824176,2.80769230769231,2.67307692307692,2.50549450549451,182,"Lager"
"970",2973,"Scape Goat Pale Ale",5,"Big Sky Brewing Company",3.73972602739726,3.50456621004566,3.73059360730594,3.5662100456621,3.57305936073059,219,"APA"
"971",2984,"Hale's Pale Ale",5.2,"Hale's Ales Brewery & Pub",3.7843137254902,3.6078431372549,3.50980392156863,3.62745098039216,3.58823529411765,51,"APA"
"972",2987,"Hale's O'Brien's Harvest Ale",6.5,"Hale's Ales Brewery & Pub",3.75,3.84210526315789,3.63157894736842,3.64473684210526,3.80263157894737,38,"APA"
"973",2991,"Hale's Mongoose IPA",6,"Hale's Ales Brewery & Pub",3.65416666666667,3.625,3.63333333333333,3.59166666666667,3.575,120,"IPA"
"974",2992,"Hale's Amber Ale",NA,"Hale's Ales Brewery & Pub",3.85714285714286,3.85714285714286,3.78571428571429,3.35714285714286,3.71428571428571,7,"Red Ale"
"975",2993,"Hale's Moss Bay Extra",5,"Hale's Ales Brewery & Pub",3.775,3.75,3.725,3.625,3.625,20,"APA"
"976",2999,"Red Ale",5.2,"Abita Brewing Co.",3.43939393939394,3.45454545454545,3.60606060606061,3.29545454545455,3.39393939393939,66,"Red Ale"
"977",3004,"Crimson Clover Irish Red",5,"Beer Works",3.3,3.1,3.5,3,3,5,"Red Ale"
"978",3007,"Stingray Premium Beer",NA,"Stingray Brewery",3.4,2.85,3.05,3.15,3.2,10,"Lager"
"979",3008,"Beck's Light",NA,"Brauerei Beck & Co.",2.5625,2.234375,2.390625,2.3671875,2.203125,64,"Lager"
"980",3010,"Blatz Beer",4.9,"Pabst Brewing Company",2.90697674418605,2.37790697674419,2.62209302325581,2.71511627906977,2.62790697674419,86,"Lager"
"981",3011,"Goose Pils",5,"Goose Island Beer Co.",3.81132075471698,3.50943396226415,3.56603773584906,3.47169811320755,3.54716981132075,53,"Pilsener"
"982",3014,"Esser's Best Original",NA,"Cross Plains Beer Company",3.62068965517241,3.32758620689655,3.63793103448276,3.41379310344828,3.41379310344828,29,"Lager"
"983",3015,"MacTarnahan's Highlander Pale Ale",NA,"Portland Brewing Company",3.67647058823529,3.38235294117647,3.34313725490196,3.38235294117647,3.35294117647059,51,"APA"
"984",3016,"Nils Oscar Imperial Stout",7,"the Nils Oscar Company",3.91150442477876,3.92035398230089,3.81858407079646,3.65486725663717,3.89380530973451,113,"Stout"
"985",3017,"Shillelagh Irish Red Ale",5.2,"Watch City Brewing Co.",4,3.66666666666667,4.33333333333333,3.88888888888889,3.72222222222222,9,"Red Ale"
"986",3023,"Rock Creek Devil's Elbow I.P.A.",5.8,"Chesapeake Bay Brewing Company",3.72727272727273,3.54545454545455,3.77272727272727,3.63636363636364,3.68181818181818,11,"IPA"
"987",3024,"Cherokee Red Ale",5.5,"Smoky Mountain Brewery & Restaurant",2.96153846153846,2.96153846153846,3.13461538461538,2.90384615384615,2.86538461538462,26,"Red Ale"
"988",3026,"Mountain Light",4.2,"Smoky Mountain Brewery & Restaurant",3.26923076923077,2.76923076923077,2.65384615384615,2.88461538461538,2.84615384615385,13,"Lager"
"989",3027,"Thunder Road",5.1,"Smoky Mountain Brewery & Restaurant",3.32142857142857,3.05357142857143,3.21428571428571,3.19642857142857,3.19642857142857,28,"Pilsener"
"990",3033,"Appalachian Pale Ale",NA,"Smoky Mountain Brewery & Restaurant",3.94642857142857,3.82142857142857,3.67857142857143,3.85714285714286,3.89285714285714,28,"APA"
"991",3035,"Tuckaleechee Porter",6.3,"Smoky Mountain Brewery & Restaurant",3.95833333333333,3.85416666666667,3.83333333333333,3.79166666666667,3.88541666666667,48,"Porter"
"992",3037,"Velas Helles",5.2,"Smoky Mountain Brewery & Restaurant",3.38333333333333,3.08333333333333,3.16666666666667,3.28333333333333,3.21666666666667,30,"Lager"
"993",3039,"Zagorka Special",5,"Zagorka Brewery / Pivovaren Zavod Zagorka",2.95454545454545,2.63636363636364,3.28409090909091,2.86363636363636,2.76136363636364,44,"Lager"
"994",3042,"Wrasslers XXXX Stout",5,"The Porterhouse Brewing Company",3.75,3.705,4.015,3.72,3.76,100,"Stout"
"995",3043,"Alexander Keith's Light Ale",4,"Alexander Keith's",2.90909090909091,2.59090909090909,2.63636363636364,2.72727272727273,2.63636363636364,11,"APA"
"996",3050,"Kalik",NA,"Commonwealth Brewery Ltd.",2.94230769230769,2.52403846153846,2.74038461538462,2.69711538461538,2.68269230769231,104,"Lager"
"997",3052,"Irish Style Stout",5.73,"Sprecher Brewing Company",3.82089552238806,3.6044776119403,3.73880597014925,3.61940298507463,3.7910447761194,67,"Stout"
"998",3054,"Piton Lager Beer",5,"Windward & Leeward Brewery Ltd.",3.27272727272727,2.60606060606061,2.74242424242424,3.07575757575758,3,33,"Lager"
"999",3062,"Hofbräu Original",5.1,"Hofbräuhaus München",4.03092783505155,3.56958762886598,3.75515463917526,3.73969072164948,3.81829896907217,388,"Lager"
"1000",3064,"India Pale Ale",6.5,"Moylan's Brewery",3.83268482490272,3.90856031128405,3.96887159533074,3.79571984435798,3.85019455252918,257,"IPA"
"1001",3069,"Tui East India Pale Ale",4,"Tui Brewery",3.03125,2.59375,2.96875,2.953125,2.828125,32,"IPA"
"1002",3070,"Bell's Beer",5.3,"Bell's Brewery, Inc.",3.56451612903226,3.24193548387097,3.43548387096774,3.2258064516129,3.32258064516129,31,"Pilsener"
"1003",3075,"Obolon Lager",5.2,"Obolon Brewery",3.18333333333333,3.01666666666667,3.2,3.15,3.09166666666667,60,"Lager"
"1004",3078,"Panther Lake Porter",6,"Silver City Brewing Co.",3.96153846153846,3.84615384615385,3.80769230769231,3.69230769230769,3.92307692307692,13,"Porter"
"1005",3079,"Gold Mountain Pilsner",5,"Silver City Brewing Co.",3.9,3.7,4.2,3.8,3.8,5,"Pilsener"
"1006",3080,"Clear Creek Pale Ale",4.8,"Silver City Brewing Co.",2.85714285714286,2.85714285714286,3.57142857142857,3.5,3.14285714285714,7,"APA"
"1007",3085,"Mudpuppy Porter",5.5,"Central Waters Brewing Company",3.99171270718232,3.86187845303867,4.00828729281768,3.88674033149171,3.93370165745856,181,"Porter"
"1008",3086,"Happy Heron Pale Ale",5.2,"Central Waters Brewing Company",3.59638554216867,3.51204819277108,3.68674698795181,3.56626506024096,3.52409638554217,83,"APA"
"1009",3087,"Dojlidy Magnat",7,"Browar Dojlidy S.A.",3.26086956521739,3.28260869565217,3.28260869565217,3.26086956521739,3.10869565217391,23,"Lager"
"1010",3091,"Limfjordsporter",7.9,"Thisted Bryghus",3.93859649122807,3.8859649122807,4.14035087719298,3.87719298245614,3.92105263157895,57,"Stout"
"1011",3092,"Bud Ice Light",4.1,"Anheuser-Busch",2.01785714285714,1.70535714285714,1.91071428571429,1.83035714285714,1.75,56,"Lager"
"1012",3093,"Balboa Premium Lager",4.8,"Cervecería Nacional, S.A.",3.26666666666667,2.8,2.86666666666667,3,2.9,15,"Lager"
"1013",3094,"Balboa Ice",4.8,"Cervecería Nacional, S.A.",3.7,3.1,3.1,2.9,3.1,5,"Lager"
"1014",3096,"Kozlov Stout",6.3,"Thirsty Bear Brewing Company",3.75,3.88888888888889,4.08333333333333,3.63888888888889,3.86111111111111,18,"Stout"
"1015",3098,"Gandy Dancer Honey Ale",5.8,"Flossmoor Station Restaurant & Brewery",3.86842105263158,3.84210526315789,3.92105263157895,3.65789473684211,3.76315789473684,19,"APA"
"1016",3102,"Panama Limited Red Ale",NA,"Flossmoor Station Restaurant & Brewery",3.94736842105263,3.73684210526316,3.98684210526316,3.78947368421053,3.73684210526316,38,"Red Ale"
"1017",3104,"Iron Horse Stout",5,"Flossmoor Station Restaurant & Brewery",3.64285714285714,3.67857142857143,3.75,3.57142857142857,3.53571428571429,14,"Stout"
"1018",3110,"Imperial Eclipse Stout",10,"Flossmoor Station Restaurant & Brewery",4.28571428571429,4.28571428571429,4.28571428571429,4.28571428571429,4.64285714285714,7,"Stout"
"1019",3114,"Todd & Jeff's Excellent IPA",7,"Flossmoor Station Restaurant & Brewery",4.1,3.7,4,4.4,4.2,5,"IPA"
"1020",3118,"Panama",4.8,"Cerveceria Del Baru Panama, S.A.",3.175,2.475,2.875,2.95,2.65,20,"Lager"
"1021",3119,"Soberana Extra Fina",3.8,"Cerveceria Del Baru Panama, S.A.",2.36363636363636,2.18181818181818,2.5,2.54545454545455,2.27272727272727,11,"Lager"
"1022",3120,"Navigator Of Holland",10,"Dutch Export Breweries",2.25,2.5625,2.8125,2.3125,2.5,8,"Lager"
"1023",3122,"Crystal Diplomat Dark Beer",NA,"Bud&#283;jovický M&#283;&#357;anský Pivovar",4,3.61904761904762,3.78571428571429,3.45238095238095,3.80952380952381,21,"Lager"
"1024",3126,"Hopasaurus Rex",9,"Steelhead Brewing Co.",3.75,4,4.04166666666667,3.54166666666667,4,12,"IPA"
"1025",3130,"Matty Oconnor's Irish Stout",NA,"Magic Hat Brewing Company",3.95454545454545,3.77272727272727,4.09090909090909,3.59090909090909,3.81818181818182,11,"Stout"
"1026",3137,"San Miguel Cerveza Negra",5,"San Miguel Corporation",3.375,3.125,3.25,3.3125,3.25,8,"Lager"
"1027",3142,"9 Alarm Amber",NA,"Beer Works",3.83333333333333,3.66666666666667,3.66666666666667,3.75,3.66666666666667,6,"Lager"
"1028",3143,"Custom's House IPA",NA,"Beer Works",3.78571428571429,3.57142857142857,3.75,3.75,3.64285714285714,14,"IPA"
"1029",3144,"Iron Horse Stout",NA,"Red Star Brewery & Grill",4.35714285714286,4,4.35714285714286,4,4.14285714285714,7,"Stout"
"1030",3148,"Pinstripe Red Ale",5.15,"Ska Brewing Co.",3.7563025210084,3.35714285714286,3.57563025210084,3.52941176470588,3.5546218487395,119,"Red Ale"
"1031",3149,"Home Town Blonde",4.8,"New Glarus Brewing Company",4.28205128205128,3.82051282051282,3.79487179487179,3.94871794871795,4.07692307692308,39,"Pilsener"
"1032",3151,"Winter Porter",NA,"City Brewing Company, LLC",3.23076923076923,2.98076923076923,3.57692307692308,2.88461538461538,3.13461538461538,26,"Porter"
"1033",3153,"Newport Storm Hurricane Amber Ale",5.2,"Coastal Extreme Brewing Co.",3.26666666666667,3.17407407407407,3.40740740740741,3.15185185185185,3.13703703703704,135,"Red Ale"
"1034",3162,"Coastline",5,"Pyramid Breweries, Inc.",3.575,3.1125,3.4875,3.3625,3.25,40,"Lager"
"1035",3165,"Safari Amber",NA,"Anheuser-Busch",2.86363636363636,2.72727272727273,3.31818181818182,2.86363636363636,2.72727272727273,11,"Red Ale"
"1036",3175,"India Pale Ale",6.5,"Upstream Brewing Company - Old Market",4.03125,3.9375,3.875,3.84375,3.9375,16,"IPA"
"1037",3177,"Blackstone Stout",5.9,"Upstream Brewing Company - Old Market",3.875,3.79166666666667,4.04166666666667,3.66666666666667,4,12,"Stout"
"1038",3182,"Holzar-Bier",5.2,"Der HirschBrau/Privatbrauerei Höss",3.82446808510638,3.53191489361702,3.67553191489362,3.62234042553191,3.63829787234043,94,"Lager"
"1039",3183,"Neuschwansteiner",4.7,"Der HirschBrau/Privatbrauerei Höss",3.78125,3.421875,3.40104166666667,3.56770833333333,3.578125,96,"Lager"
"1040",3186,"Celtic Irish Red",4.9,"John Harvard's Brewery & Ale House",4.06666666666667,3.36666666666667,4.03333333333333,3.96666666666667,3.83333333333333,15,"Red Ale"
"1041",3187,"Anacortes Pilsner",5,"Anacortes Brewery & Rockfish Grill",3.81818181818182,3.45454545454545,3.59090909090909,3.63636363636364,3.68181818181818,11,"Pilsener"
"1042",3188,"Gnaw Bone Pale Ale",6.9,"Oaken Barrel Brewing Company",3.82727272727273,3.84545454545455,3.77272727272727,3.65454545454545,3.77272727272727,55,"APA"
"1043",3194,"Anacortes Porter",5.5,"Anacortes Brewery & Rockfish Grill",3.7,3.8,3.7,3.7,3.7,10,"Porter"
"1044",3195,"Anacortes IPA",6.1,"Anacortes Brewery & Rockfish Grill",4.17857142857143,4.10714285714286,3.96428571428571,4.07142857142857,4.28571428571429,14,"IPA"
"1045",3219,"Inside Passage Ale",6.4,"Boundary Bay Brewery & Bistro",4.10204081632653,4,4.12244897959184,4,4.09183673469388,49,"IPA"
"1046",3222,"Boundary Bay Amber Ale",NA,"Boundary Bay Brewery & Bistro",3.57142857142857,3.78571428571429,3.64285714285714,3.71428571428571,3.64285714285714,7,"Red Ale"
"1047",3226,"Elliott Bay IPA",NA,"Elliott Bay Brewing Co.",3.71428571428571,3.5,3.85714285714286,3.71428571428571,3.71428571428571,7,"IPA"
"1048",3228,"No Doubt Stout",NA,"Elliott Bay Brewing Co.",3.57142857142857,3.71428571428571,3.71428571428571,3.64285714285714,3.85714285714286,7,"Stout"
"1049",3239,"Snowshoe Red Ale",5.7,"New Glarus Brewing Company",3.8273381294964,3.63309352517986,3.84172661870504,3.72661870503597,3.70863309352518,139,"Red Ale"
"1050",3243,"Willimantic V.E.G. IPA",6.1,"Willimantic Brewing Co.",4.32142857142857,4.5,4.14285714285714,4.07142857142857,4.28571428571429,14,"IPA"
"1051",3245,"Mythos Hellenic Lager Beer",4.7,"Mythos Breweries S.A.",2.86029411764706,2.57107843137255,2.93137254901961,2.74019607843137,2.60539215686275,204,"Lager"
"1052",3249,"Broyhan",NA,"Brauerei Gilde",4.33333333333333,3.58333333333333,3.75,3.66666666666667,3.83333333333333,6,"Pilsener"
"1053",3250,"Yuengling Light Beer",3.5,"Yuengling Brewery ",3.19827586206897,2.68965517241379,3.06034482758621,2.93965517241379,2.78448275862069,58,"Lager"
"1054",3258,"Key West Pilsner Light",NA,"Florida Beer Company",2.4,1.9,2.5,2.55,2,10,"Pilsener"
"1055",3265,"Stone Tepee Pale Ale",5.75,"Tyranena Brewing Company",4.05102040816327,3.67857142857143,3.77040816326531,3.82142857142857,3.83163265306122,98,"APA"
"1056",3266,"Martha's Vineyard Extra Stout",NA,"Martha's Vineyard Ales",4.3,4.3,4.6,4.8,4.2,5,"Stout"
"1057",3271,"Oatmeal Stout",NA,"Troy Pub And Brewery",4.3,4,4.1,4.1,4.2,5,"Stout"
"1058",3276,"Red Cedar Ale",NA,"Northwoods Brewpub and Grill",3,2.6,3.1,3.1,2.8,5,"Red Ale"
"1059",3277,"Dry Stout",5.2,"Boulevard Brewing Co.",3.66826923076923,3.52644230769231,3.75,3.4375,3.54807692307692,208,"Stout"
"1060",3279,"Irish Ale",5.8,"Boulevard Brewing Co.",3.99744897959184,3.56887755102041,3.94132653061224,3.71173469387755,3.78826530612245,196,"Red Ale"
"1061",3282,"White Weasel Ale",5,"Northwoods Brewpub and Grill",2.6,2.9,2.8,2.5,2.5,5,"APA"
"1062",3283,"Banchee Extra Pale Ale",NA,"Paper City Brewery Co., Inc.",3.45833333333333,2.95833333333333,3.375,3.41666666666667,3.16666666666667,12,"APA"
"1063",3284,"Schmidt's Light",NA,"Pabst Brewing Company",2,1.71428571428571,2.14285714285714,1.85714285714286,1.92857142857143,7,"Lager"
"1064",3285,"Bumbl'n Bubbas Buzz'n Brew",5.5,"Northwoods Brewpub and Grill",2.27272727272727,2.31818181818182,2.5,2.22727272727273,2.31818181818182,11,"APA"
"1065",3288,"Poplar Porter",4.5,"Northwoods Brewpub and Grill",2.5625,2.9375,3.25,2.625,2.8125,8,"Porter"
"1066",3290,"Prairie Pale Ale",7.5,"Little Apple Brewing Company",3.81818181818182,3.59090909090909,3.77272727272727,3.68181818181818,3.68181818181818,11,"IPA"
"1067",3293,"Genesee Ice Beer",5.5,"Genesee Brewing Co. / Dundee Brewing Co.",2.64492753623188,2.40579710144928,3.08695652173913,2.64492753623188,2.56521739130435,69,"Lager"
"1068",3294,"Pony Express Rattlesnake Pale Ale",5.2,"Flying Monkey Brewing Company",3.55263157894737,3.21052631578947,3.60526315789474,3.39473684210526,3.52631578947368,19,"APA"
"1069",3297,"Wild Fly Ale",NA,"Yellowstone Valley Brewing Co.",3.41071428571429,3.32142857142857,3.39285714285714,3.125,3.23214285714286,28,"APA"
"1070",3299,"Wells IPA",5,"Wells & Young's Ltd",3.06410256410256,2.82051282051282,3.62179487179487,3.08974358974359,2.87820512820513,78,"IPA"
"1071",3307,"Oatmeal Stout",5.21,"Gray's Brewing Company",3.69072164948454,3.80927835051546,3.64432989690722,3.48969072164948,3.64948453608247,97,"Stout"
"1072",3310,"Pearl Lager",4.73,"Pabst Brewing Company",3.0625,2.625,3,2.90625,2.84375,16,"Lager"
"1073",3314,"Rhoades Scholar Stout",NA,"South Shore Brewery",3.53174603174603,3.42063492063492,3.53968253968254,3.32539682539683,3.46031746031746,63,"Stout"
"1074",3316,"Mystic Seaport Pale Ale",NA,"Shipyard Brewing Co.",3.7,3.375,3.4,3.475,3.525,20,"APA"
"1075",3318,"Love Stout",5,"Yards Brewing Co.",3.80902777777778,3.72916666666667,3.97222222222222,3.62152777777778,3.76041666666667,144,"Stout"
"1076",3319,"Stiegl Goldbräu",4.9,"Stieglbrauerei zu Salzburg GmbH",3.70614035087719,3.39912280701754,3.47368421052632,3.4780701754386,3.51315789473684,114,"Lager"
"1077",3323,"Dragonfly IPA",6,"Upland Brewing Company",3.52229299363057,3.32484076433121,3.77070063694268,3.4968152866242,3.36942675159236,157,"IPA"
"1078",3325,"Edel-Pils",5.3,"New Glarus Brewing Company",4.10891089108911,3.69306930693069,3.87128712871287,3.9009900990099,3.84653465346535,101,"Pilsener"
"1079",3326,"Gilde Pilsener",4.9,"Brauerei Gilde",4,3.53571428571429,3.67857142857143,3.67857142857143,3.78571428571429,14,"Pilsener"
"1080",3327,"Little Creatures Pale Ale",5.2,"Little Creatures Brewing Company",4.21153846153846,4.05384615384615,3.89230769230769,3.93076923076923,4.15384615384615,130,"APA"
"1081",3333,"Leinenkugel's Original",4.6,"Jacob Leinenkugel Brewing Company",3.27575757575758,2.74242424242424,3.06060606060606,2.96060606060606,2.97878787878788,165,"Lager"
"1082",3335,"Hollandia",5,"Bavaria Brouwerij N.V.",2.92592592592593,2.54320987654321,3.00617283950617,2.78395061728395,2.76543209876543,81,"Lager"
"1083",3338,"Cadillac Mountain Stout",6.7,"Bar Harbor Brewing Company",4.29523026315789,4.11430921052632,4.14884868421053,4.11842105263158,4.26891447368421,608,"Stout"
"1084",3342,"Black Widow Oatmeal Stout",5.9,"Yellowstone Valley Brewing Co.",3.609375,3.7890625,3.8984375,3.453125,3.5625,64,"Stout"
"1085",3347,"Yuengling Light Lager",3.4,"Yuengling Brewery ",3.20725388601036,2.6839378238342,3.11658031088083,2.80569948186529,2.82383419689119,193,"Lager"
"1086",3348,"Porter Boom",8,"Pardubický pivovar a.s.",3.81428571428571,3.68571428571429,3.94285714285714,3.77142857142857,3.85714285714286,35,"Porter"
"1087",3349,"Golden Pheasant",5,"Pivovar Zlaty Bazant a.s.",3.58649789029536,3.23839662447257,3.46413502109705,3.39240506329114,3.39873417721519,237,"Pilsener"
"1088",3357,"XXX Black Angus Stout",6.5,"Little Apple Brewing Company",3.92857142857143,3.64285714285714,4.14285714285714,4.07142857142857,3.85714285714286,7,"Stout"
"1089",3358,"Wildcat India Pale Ale",6.6,"Snoqualmie Falls Brewing Company & Taproom",4.14661654135338,3.98496240601504,4.17669172932331,4.02631578947368,4.12406015037594,133,"IPA"
"1090",3359,"Copperhead American Pale Ale",5.3,"Snoqualmie Falls Brewing Company & Taproom",4.03125,3.765625,4.15625,3.953125,3.953125,32,"APA"
"1091",3361,"Steam Train Porter",5.3,"Snoqualmie Falls Brewing Company & Taproom",4.15492957746479,4.11971830985915,4.16197183098592,3.92253521126761,4.17605633802817,71,"Porter"
"1092",3364,"Bower City Pale Ale",5.7,"Gray's Brewing Company",3.875,3.4375,3.71875,3.78125,3.625,16,"APA"
"1093",3372,"LaCrosse Light",NA,"City Brewing Company, LLC",3.23913043478261,2.65217391304348,2.8695652173913,3.08695652173913,2.97826086956522,23,"Lager"
"1094",3375,"Chief BlackHawk Porter",5.6,"Tyranena Brewing Company",4.07191780821918,3.8458904109589,3.98630136986301,3.80479452054795,3.88356164383562,146,"Porter"
"1095",3377,"Troutbrook IPA",5.8,"Thomas Hooker Brewing Company",3.90909090909091,3.81818181818182,4.04545454545455,3.81818181818182,3.95454545454545,11,"IPA"
"1096",3378,"Brador",6,"Molson Coors Canada",3,2.52272727272727,2.90909090909091,2.79545454545455,2.81818181818182,22,"Lager"
"1097",3386,"Amstel Bright",5,"Amstel Brouwerij B. V.",3.75,2.75,2.92857142857143,3.25,3.14285714285714,14,"Lager"
"1098",3390,"Swans Oatmeal Stout",5.4,"Swans Brewpub / Buckerfield Brewery",4,3.73076923076923,3.96153846153846,3.88461538461538,3.84615384615385,13,"Stout"
"1099",3393,"Carolina Pale Ale",5.6,"Carolina Brewing Company",3.65254237288136,3.24576271186441,3.36440677966102,3.33898305084746,3.39830508474576,59,"APA"
"1100",3398,"Monterey Pale Ale (MPA)",NA,"Spanish Peaks Brewing Co.",3.3125,3.375,3.5875,3.3875,3.25,40,"APA"
"1101",3401,"O' Ryans Oatmeal Stout",NA,"Southend Brewery & Smokehouse",3.31818181818182,3.5,3.54545454545455,2.68181818181818,3.54545454545455,11,"Stout"
"1102",3405,"City Lager",NA,"City Brewing Company, LLC",3,2.4,3.15,2.9,2.65,10,"Lager"
"1103",3408,"Nimbus Oatmeal Stout",5,"Nimbus Brewing Company",3.68604651162791,3.65697674418605,3.74418604651163,3.55813953488372,3.65697674418605,86,"Stout"
"1104",3409,"Nimbus Pale Ale",5.5,"Nimbus Brewing Company",3.40769230769231,3.33846153846154,3.53846153846154,3.36153846153846,3.33846153846154,65,"APA"
"1105",3416,"Augustiner Lager",4.8,"Pittsburgh Brewing Co.",3.24137931034483,2.91379310344828,3.31034482758621,2.98275862068966,3.03448275862069,58,"Lager"
